model,threshold_mode,jitter,poison_ratio,fidelity_median,n_seeds,delta_fpr,delta_fpr_sd,delta_tpr,delta_tpr_sd,sigma_control_fpr,sigma_control_tpr,exceeds_noise
xgboost,fixed,0.05,0.1,0.04831208956310174,5,-0.006624999999999999,0.012162609197865397,0.026894706979006245,0.024849181233129642,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.05,0.2,0.04852012134094384,5,0.003170000000000002,0.015537348148895937,0.06985490800032419,0.012278380586513189,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.07,0.02,0.06536318929610627,5,0.01227,0.014062909994023286,-0.008559617411039944,0.008742813858068393,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.07,0.05,0.06531899891207274,5,-0.007719999999999999,0.014155932943469321,0.01159114857744994,0.0129859510187761,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.07,0.1,0.06526996504470058,5,-0.004315000000000001,0.009925198360738186,0.031628434789657114,0.017212007081424674,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.07,0.2,0.06549662205094063,5,0.00029500000000000083,0.014474810016024386,0.06824997973575422,0.013501524220464594,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.1,0.005,0.09100813636040209,5,-0.01025,0.011013954217264569,0.0001783253627299919,0.01029126858614786,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.1,0.01,0.09032301474981072,5,-0.003860000000000001,0.013015190644012863,0.00141039150522817,0.009917910657462076,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.1,0.02,0.0906294825090054,5,0.0046749999999999995,0.00677156278121971,-0.005852314176866313,0.008836215013174092,0.009977865822787507,0.006205554882063034,False
xgboost,fixed,0.1,0.05,0.09049369262974466,5,-0.005365,0.013562915892240872,0.007246494285482718,0.014791466962105818,0.009977865822787507,0.006205554882063034,False
