run_dir,calibration_tau,model,threshold_mode,jitter,realized_nn_median,target_poison_ratio,n_seeds,damage,delta_fpr_mean,delta_fpr_std,delta_tpr_mean,delta_tpr_std,sigma_control,clears_2sigma
cicids_recal,0.1,xgboost,fixed,1.5,,0.2,5,-0.0006999999999999993,-0.0006999999999999993,0.00392376572950017,-0.0354381129934344,0.03282814818810154,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.0,0.010793520647202747,0.5,5,0.5629000000000001,0.5629000000000001,0.4573475083976079,0.01685985247629085,0.17269431355521686,0.0061113621389897645,True
cicids_recal,0.1,xgboost,fixed,1.5,,0.5,5,-0.004319999999999999,-0.004319999999999999,0.005477265513009205,-0.08177028451001053,0.06461610321983707,0.0061113621389897645,False
cicids_recal,0.1,xgboost,fixed,0.0,,0.8,5,0.9228500000000001,0.9228500000000001,0.05838785458038336,0.1063467617735268,0.122190101835864,0.0061113621389897645,True
cicids_recal,0.1,xgboost,fixed,0.0,,0.9,5,0.9649449999999999,0.9649449999999999,0.00510497306555087,0.19160249655507822,0.01841754858367512,0.0061113621389897645,True
cicids_recal,0.1,xgboost,recalibrated,0.0,0.010602133547744839,0.005,5,-0.01964821269352355,0.0009749999999999998,0.001193078999899001,0.01964821269352355,0.03650501820713359,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,0.010494820840572353,0.01,5,-0.03504903947475076,0.0012649999999999996,0.0014871953469534527,0.03504903947475076,0.018368538958896792,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.01,0.01428035207804062,0.01,5,-0.014055280862446317,0.00034999999999999994,0.0017088007490635064,0.014055280862446317,0.035540533960581086,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,0.010353908058669573,0.02,5,-0.020264245764772683,0.001195,0.0018347683777523527,0.020264245764772683,0.010109888873788138,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,1.5,,0.02,5,0.00030801653562451126,0.0011099999999999994,0.0016971115166658907,-0.00030801653562451126,0.04310682453163622,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,0.010431682190518916,0.05,5,-0.0013779687120045292,0.0019149999999999994,0.001579220535580766,0.0013779687120045292,0.019105820411984904,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.01,0.01394801833031802,0.05,5,-0.026683958823052613,0.0012049999999999997,0.002067864236355956,0.026683958823052613,0.02729246516830501,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.7,0.5599149552431368,0.05,5,-0.023360622517629916,0.0013049999999999997,0.00202031866298364,0.023360622517629916,0.04222101779307181,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,1.5,,0.05,5,-0.0004539191051309288,0.0008199999999999998,0.0014441043937333613,0.0004539191051309288,0.02425227100426036,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,0.010522984119221288,0.1,5,0.009418821431466306,0.0019499999999999997,0.00158113883008419,-0.009418821431466306,0.04032995873665281,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,0.011071405657643656,0.2,5,0.05990111048066789,0.001715,0.0015974197945436888,-0.05990111048066789,0.051946618342565976,0.020048535258507114,True
cicids_recal,0.1,xgboost,recalibrated,0.01,0.014381144035069316,0.2,5,-0.07319445570235879,0.0018249999999999996,0.0015521154918368672,0.07319445570235879,0.022892248565829165,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.7,0.5591151059912843,0.2,5,-0.01679500688984359,0.0011749999999999996,0.002015409387692734,0.01679500688984359,0.025626534069333257,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,1.5,,0.2,5,0.007051957526140895,0.0010500000000000002,0.002119625556554742,-0.007051957526140895,0.012213138368012688,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,0.010793520647202747,0.5,5,0.21867552889681444,0.0018999999999999996,0.001590302644152993,-0.21867552889681444,0.05756719209356878,0.020048535258507114,True
cicids_recal,0.1,xgboost,recalibrated,1.5,,0.5,5,-0.0024965550782200196,0.0015649999999999998,0.0016337839514452336,0.0024965550782200196,0.006178275761893256,0.020048535258507114,False
cicids_recal,0.1,xgboost,recalibrated,0.0,,0.8,5,0.41525492421172083,0.0019099999999999998,0.001614543279073063,-0.41525492421172083,0.026839961003891067,0.020048535258507114,True
cicids_recal,0.1,xgboost,recalibrated,0.0,,0.9,5,0.520223717273243,0.0019199999999999994,0.0015800909783933335,-0.520223717273243,0.022846353198620457,0.020048535258507114,True
synthetic,0.0,rf,fixed,0.0,0.4906516234857284,0.05,5,0.0007750204933303524,0.0007750204933303524,0.0006882629041817611,0.014181543877294468,0.005547785917232723,0.001383825125230783,False
synthetic,0.0,rf,fixed,0.3,0.528299852512463,0.05,5,0.002325061479991057,0.002325061479991057,0.0011811081455344783,0.02479255720392255,0.013154245399721815,0.001383825125230783,False
synthetic,0.0,rf,fixed,1.5,1.1947116189992601,0.05,5,0.0015947537074297636,0.0015947537074297636,0.0012870827619443804,0.031983907467940664,0.010825903061909517,0.001383825125230783,False
synthetic,0.0,rf,fixed,0.0,0.4910401899415679,0.2,5,0.010999329309188463,0.010999329309188463,0.0042866211818460495,0.04204174000502896,0.0063844463835142015,0.001383825125230783,True
synthetic,0.0,rf,fixed,0.3,0.5270068208678202,0.2,5,0.014516730009687756,0.014516730009687756,0.003458377930758281,0.05567010309278353,0.005757505186651904,0.001383825125230783,True
synthetic,0.0,rf,fixed,1.5,1.1931544059787318,0.2,5,0.006259780907668232,0.006259780907668232,0.00179393443881224,0.060950465174754866,0.012894537500331893,0.001383825125230783,True
synthetic,0.0,rf,recalibrated,0.0,0.4906516234857284,0.05,5,-0.007744531053557968,0.0,0.0,0.007744531053557968,0.008127186134203896,0.007866573304813173,False
synthetic,0.0,rf,recalibrated,0.3,0.528299852512463,0.05,5,-0.01126477244153885,0.0,0.0,0.01126477244153885,0.015978585145410076,0.007866573304813173,False
synthetic,0.0,rf,recalibrated,1.5,1.1947116189992601,0.05,5,-0.021825496605481498,0.0,0.0,0.021825496605481498,0.011955448587214135,0.007866573304813173,False
synthetic,0.0,rf,recalibrated,0.0,0.4910401899415679,0.2,5,-0.0014080965551923398,0.0,0.0,0.0014080965551923398,0.01410407063029984,0.007866573304813173,False
synthetic,0.0,rf,recalibrated,0.3,0.5270068208678202,0.2,5,0.0082977118430978,0.0,0.0,-0.0082977118430978,0.009971023414080132,0.007866573304813173,False
synthetic,0.0,rf,recalibrated,1.5,1.1931544059787318,0.2,5,-0.033241136535076654,-1.4904240256352966e-05,3.332689436619412e-05,0.033241136535076654,0.013847109758901093,0.007866573304813173,False
synthetic,0.0,xgboost,fixed,0.0,0.4906516234857284,0.05,5,0.0009836798569192939,0.0009836798569192939,0.0009148217327326274,0.01614282122202666,0.007825985860014713,0.0018537474191857124,False
synthetic,0.0,xgboost,fixed,0.3,0.528299852512463,0.05,5,0.00013413816230717652,0.00013413816230717652,0.000705790922873631,0.008800603469952196,0.002600975718578949,0.0018537474191857124,False
synthetic,0.0,xgboost,fixed,1.5,1.1947116189992601,0.05,5,0.0004769356882032942,0.0004769356882032942,0.0004875304339755907,0.024390243902439025,0.005448314981146713,0.0018537474191857124,False
synthetic,0.0,xgboost,fixed,0.0,0.4910401899415679,0.2,5,0.04621804903495045,0.04621804903495045,0.0838496217896471,0.055569524767412615,0.03246524778882804,0.0018537474191857124,True
synthetic,0.0,xgboost,fixed,0.3,0.5270068208678202,0.2,5,0.002444295402041881,0.002444295402041881,0.0021709856268831143,0.023686195624842844,0.003794249838559483,0.0018537474191857124,False
synthetic,0.0,xgboost,fixed,1.5,1.1931544059787318,0.2,5,0.0015053282658916462,0.0015053282658916462,0.0017013044996051585,0.0439527281870757,0.007862256651557558,0.0018537474191857124,False
synthetic,0.0,xgboost,recalibrated,0.0,0.4906516234857284,0.05,5,-0.010258989187830058,0.0,0.0,0.010258989187830058,0.00795419729375837,0.0035316004346540412,False
synthetic,0.0,xgboost,recalibrated,0.3,0.528299852512463,0.05,5,-0.009504651747548377,0.0,0.0,0.009504651747548377,0.0036929164453488733,0.0035316004346540412,False
synthetic,0.0,xgboost,recalibrated,1.5,1.1947116189992601,0.05,5,-0.022579834045763136,0.0,0.0,0.022579834045763136,0.005017588448773514,0.0035316004346540412,False
synthetic,0.0,xgboost,recalibrated,0.0,0.4910401899415679,0.2,5,-0.015790797083228593,0.0,0.0,0.015790797083228593,0.014025177750981383,0.0035316004346540412,False
synthetic,0.0,xgboost,recalibrated,0.3,0.5270068208678202,0.2,5,-0.012572290671360342,0.0,0.0,0.012572290671360342,0.002111246621039316,0.0035316004346540412,False
synthetic,0.0,xgboost,recalibrated,1.5,1.1931544059787318,0.2,5,-0.035906462157405075,0.0,0.0,0.035906462157405075,0.004238931961355106,0.0035316004346540412,False
